dp_ind,Prompt
s10/airplane_lift.npz,The person is interacting with a airplane.
s10/cubemedium_lift.npz,The person is interacting with a medium cube.
s10/stapler_staple_2.npz,The person is stapleing a stapler.
s10/fryingpan_cook_2.npz,The person is interacting with a fryingpan.
s10/mouse_pass_1.npz,The person is passing a mouse.
s10/toothpaste_lift.npz,The person is interacting with a toothpaste.
s10/gamecontroller_pass_1.npz,The person is passing a gamecontroller.
s10/flashlight_on_2.npz,The person is interacting with a flashlight.
s10/cup_drink_1.npz,The person is drinking from a cup.
s10/hand_lift.npz,The person is interacting with a hand.
s10/toothpaste_pass_1.npz,The person is passing a toothpaste.
s10/bowl_drink_2.npz,The person is drinking from a bowl.
s10/banana_pass_1.npz,The person is passing a banana.
s10/knife_chop_1.npz,The person is choping a knife.
s10/stamp_lift.npz,The person is interacting with a stamp.
s10/cup_pass_1.npz,The person is passing a cup.
s10/duck_pass_1.npz,The person is passing a duck.
s10/mug_pass_1.npz,The person is passing a mug.
s10/stamp_stamp_1.npz,The person is stamping a stamp.
s10/teapot_pour_1.npz,The person is pouring a teapot.
s10/banana_lift.npz,The person is interacting with a banana.
s10/wineglass_lift.npz,The person is interacting with a wineglass.
s10/elephant_inspect_1.npz,The person is inspecting a elephant.
s10/cubemedium_pass_1.npz,The person is passing a medium cube.
s10/spherelarge_lift.npz,The person is interacting with a large sphere.
s10/toruslarge_lift.npz,The person is interacting with a large torus.
s10/spheremedium_pass_1.npz,The person is passing a medium sphere.
s10/mouse_use_1.npz,The person is useing a mouse.
s10/cubelarge_lift.npz,The person is interacting with a large cube.
s10/hand_pass_1.npz,The person is passing a hand.
s10/spheresmall_inspect_1.npz,The person is inspecting a small sphere.
s10/teapot_pour_2.npz,The person is pouring a teapot.
s10/stanfordbunny_lift.npz,The person is interacting with a stanfordbunny.
s10/torusmedium_inspect_1.npz,The person is inspecting a medium torus.
s10/gamecontroller_play_1.npz,The person is playing a gamecontroller.
s10/toothpaste_squeeze_1.npz,The person is interacting with a toothpaste.
s10/mug_toast_1.npz,The person is toasting a mug.
s10/piggybank_use_1.npz,The person is useing a piggybank.
s10/spheresmall_pass_1.npz,The person is passing a small sphere.
s10/toothpaste_squeeze_2.npz,The person is interacting with a toothpaste.
s10/headphones_pass_1.npz,The person is passing a headphones.
s10/alarmclock_lift_Retake.npz,The person is lifting a alarmclock.
s10/spherelarge_pass_1.npz,The person is passing a large sphere.
s10/hammer_pass_1.npz,The person is passing a hammer.
s10/wineglass_toast_1.npz,The person is toasting a wineglass.
s10/apple_eat_1.npz,The person is eating a apple.
s10/hammer_use_3.npz,The person is useing a hammer.
s10/knife_pass_1.npz,The person is passing a knife.
s10/airplane_fly_1.npz,The person is flying a airplane.
s10/elephant_pass_1.npz,The person is passing a elephant.
s10/stapler_lift.npz,The person is interacting with a stapler.
s10/hammer_use_2.npz,The person is useing a hammer.
s10/phone_call_1.npz,The person is calling a phone.
s10/waterbottle_pour_1.npz,The person is pouring a waterbottle.
s10/cubelarge_inspect_1.npz,The person is inspecting a large cube.
s10/banana_eat_1.npz,The person is eating a banana.
s10/toruslarge_inspect_1.npz,The person is inspecting a large torus.
s10/pyramidmedium_lift.npz,The person is interacting with a medium pyramid.
s10/bowl_lift.npz,The person is interacting with a bowl.
s10/stanfordbunny_inspect_1.npz,The person is inspecting a stanfordbunny.
s10/hammer_use_1.npz,The person is useing a hammer.
s10/cylinderlarge_inspect_1.npz,The person is inspecting a large cylinder.
s10/cubesmall_lift.npz,The person is interacting with a small cube.
s10/train_pass_1.npz,The person is passing a train.
s10/spheremedium_lift.npz,The person is interacting with a medium sphere.
s10/stapler_pass_1.npz,The person is passing a stapler.
s10/spheremedium_inspect_1.npz,The person is inspecting a medium sphere.
s10/torussmall_lift.npz,The person is interacting with a small torus.
s10/alarmclock_see_1.npz,The person is interacting with a alarmclock.
s10/cylindermedium_inspect_1.npz,The person is inspecting a medium cylinder.
s10/flute_pass_1.npz,The person is passing a flute.
s10/wineglass_pass_1.npz,The person is passing a wineglass.
s10/cup_pour_1.npz,The person is pouring a cup.
s10/bowl_pass_1.npz,The person is passing a bowl.
s10/scissors_use_1.npz,The person is useing a scissors.
s10/hand_inspect_1.npz,The person is inspecting a hand.
s10/mug_lift.npz,The person is interacting with a mug.
s10/pyramidlarge_pass_1.npz,The person is passing a large pyramid.
s10/teapot_pass_1.npz,The person is passing a teapot.
s10/cylindermedium_pass_1.npz,The person is passing a medium cylinder.
s10/cubesmall_pass_1.npz,The person is passing a small cube.
s10/knife_peel_1.npz,The person is peeling a knife.
s10/piggybank_pass_1.npz,The person is passing a piggybank.
s10/headphones_lift.npz,The person is interacting with a headphones.
s10/cylinderlarge_lift.npz,The person is interacting with a large cylinder.
s10/cubelarge_pass_1.npz,The person is passing a large cube.
s10/camera_browse_1.npz,The person is browseing a camera.
s10/lightbulb_pass_1.npz,The person is passing a lightbulb.
s10/pyramidsmall_inspect_1.npz,The person is inspecting a small pyramid.
s10/bowl_drink_1_Retake.npz,The person is drinking from a bowl.
s10/airplane_pass_1.npz,The person is passing a airplane.
s10/scissors_pass_1.npz,The person is passing a scissors.
s10/toruslarge_pass_1.npz,The person is passing a large torus.
s10/spherelarge_inspect_1.npz,The person is inspecting a large sphere.
s10/torussmall_pass_1.npz,The person is passing a small torus.
s10/phone_lift.npz,The person is interacting with a phone.
s10/stamp_pass_1.npz,The person is passing a stamp.
s10/cylindersmall_pass_1.npz,The person is passing a small cylinder.
s10/banana_peel_2.npz,The person is peeling a banana.
s10/flute_play_1.npz,The person is playing a flute.
s10/camera_takepicture_1.npz,The person is takepictureing a camera.
s10/mug_drink_1.npz,The person is drinking from a mug.
s10/doorknob_use_2.npz,The person is useing a doorknob.
s10/cylinderlarge_pass_1.npz,The person is passing a large cylinder.
s10/apple_pass_1.npz,The person is passing a apple.
s10/wineglass_drink_2.npz,The person is drinking from a wineglass.
s10/train_lift.npz,The person is interacting with a train.
s10/hand_shake_1.npz,The person is shakeing a hand.
s10/eyeglasses_wear_1.npz,The person is interacting with a eyeglasses.
s10/phone_pass_1.npz,The person is passing a phone.
s10/stanfordbunny_pass_1.npz,The person is passing a stanfordbunny.
s10/train_play_1.npz,The person is playing a train.
s10/alarmclock_pass_1.npz,The person is passing a alarmclock.
s10/banana_peel_1.npz,The person is peeling a banana.
s10/camera_takepicture_3.npz,The person is takepictureing a camera.
s10/gamecontroller_lift.npz,The person is interacting with a gamecontroller.
s10/watch_pass_1.npz,The person is passing a watch.
s10/camera_takepicture_2.npz,The person is takepictureing a camera.
s10/mug_drink_2.npz,The person is drinking from a mug.
s10/doorknob_use_1.npz,The person is useing a doorknob.
s10/mouse_lift.npz,The person is interacting with a mouse.
s10/wineglass_drink_1.npz,The person is drinking from a wineglass.
s10/cubesmall_inspect_1.npz,The person is inspecting a small cube.
s10/lightbulb_screw_1.npz,The person is screwing a lightbulb.
s10/hammer_lift.npz,The person is interacting with a hammer.
s10/torusmedium_pass_1.npz,The person is passing a medium torus.
s10/waterbottle_pass_1.npz,The person is passing a waterbottle.
s10/pyramidmedium_pass_1.npz,The person is passing a medium pyramid.
s10/cylindersmall_inspect_1.npz,The person is inspecting a small cylinder.
s10/pyramidmedium_inspect_1.npz,The person is inspecting a medium pyramid.
s10/camera_pass_1.npz,The person is passing a camera.
s10/cup_lift.npz,The person is interacting with a cup.
s10/torusmedium_lift.npz,The person is interacting with a medium torus.
s10/torussmall_inspect_1.npz,The person is inspecting a small torus.
s10/binoculars_pass_1.npz,The person is passing a binoculars.
s8/cubemedium_inspect_1.npz,The person is inspecting a medium cube.
s8/doorknob_lift.npz,The person is interacting with a doorknob.
s8/stapler_staple_1.npz,The person is stapleing a stapler.
s8/waterbottle_drink_1.npz,The person is drinking from a waterbottle.
s8/cubesmall_offhand_1.npz,The person is holding a small cube with one hand.
s8/binoculars_see_1.npz,The person is interacting with a binoculars.
s8/fryingpan_cook_1.npz,The person is interacting with a fryingpan.
s8/watch_set_2.npz,The person is seting a watch.
s8/flashlight_on_1.npz,The person is interacting with a flashlight.
s8/bowl_drink_1.npz,The person is drinking from a bowl.
s8/cubemedium_lift.npz,The person is interacting with a medium cube.
s8/stapler_staple_2.npz,The person is stapleing a stapler.
s8/fryingpan_cook_2.npz,The person is interacting with a fryingpan.
s8/mouse_pass_1.npz,The person is passing a mouse.
s8/toothpaste_lift.npz,The person is interacting with a toothpaste.
s8/alarmclock_lift.npz,The person is interacting with a alarmclock.
s8/gamecontroller_pass_1.npz,The person is passing a gamecontroller.
s8/flashlight_on_2.npz,The person is interacting with a flashlight.
s8/cup_drink_1.npz,The person is drinking from a cup.
s8/hand_lift.npz,The person is interacting with a hand.
s8/toothpaste_pass_1.npz,The person is passing a toothpaste.
s8/bowl_drink_2.npz,The person is drinking from a bowl.
s8/banana_pass_1.npz,The person is passing a banana.
s8/knife_chop_1.npz,The person is choping a knife.
s8/stamp_lift.npz,The person is interacting with a stamp.
s8/cup_pass_1.npz,The person is passing a cup.
s8/fryingpan_cook_3.npz,The person is interacting with a fryingpan.
s8/cylindersmall_lift.npz,The person is interacting with a small cylinder.
s8/duck_pass_1.npz,The person is passing a duck.
s8/pyramidlarge_inspect_1.npz,The person is inspecting a large pyramid.
s8/mug_pass_1.npz,The person is passing a mug.
s8/stamp_stamp_1.npz,The person is stamping a stamp.
s8/teapot_pour_1.npz,The person is pouring a teapot.
s8/banana_lift.npz,The person is interacting with a banana.
s8/wineglass_lift.npz,The person is interacting with a wineglass.
s8/elephant_inspect_1.npz,The person is inspecting a elephant.
s8/cubemedium_pass_1.npz,The person is passing a medium cube.
s8/spherelarge_lift.npz,The person is interacting with a large sphere.
s8/toruslarge_lift.npz,The person is interacting with a large torus.
s8/spheremedium_pass_1.npz,The person is passing a medium sphere.
s8/mouse_use_1.npz,The person is useing a mouse.
s8/cubelarge_lift.npz,The person is interacting with a large cube.
s8/hand_pass_1.npz,The person is passing a hand.
s8/spheresmall_inspect_1.npz,The person is inspecting a small sphere.
s8/teapot_pour_2.npz,The person is pouring a teapot.
s8/mug_offhand_1.npz,The person is holding a mug with one hand.
s8/stanfordbunny_lift.npz,The person is interacting with a stanfordbunny.
s8/torusmedium_inspect_1.npz,The person is inspecting a medium torus.
s8/gamecontroller_play_1.npz,The person is playing a gamecontroller.
s8/toothpaste_squeeze_1.npz,The person is interacting with a toothpaste.
s8/flashlight_pass_1.npz,The person is passing a flashlight.
s8/mug_toast_1.npz,The person is toasting a mug.
s8/elephant_lift.npz,The person is interacting with a elephant.
s8/piggybank_use_1.npz,The person is useing a piggybank.
s8/spheresmall_pass_1.npz,The person is passing a small sphere.
s8/piggybank_lift.npz,The person is interacting with a piggybank.
s8/toothpaste_squeeze_2.npz,The person is interacting with a toothpaste.
s8/headphones_pass_1.npz,The person is passing a headphones.
s8/spherelarge_pass_1.npz,The person is passing a large sphere.
s8/hammer_pass_1.npz,The person is passing a hammer.
s8/wineglass_toast_1.npz,The person is toasting a wineglass.
s8/eyeglasses_pass_1.npz,The person is passing a eyeglasses.
s8/apple_eat_1.npz,The person is eating a apple.
s8/hammer_use_3.npz,The person is useing a hammer.
s8/flashlight_offhand_1.npz,The person is holding a flashlight with one hand.
s8/bowl_offhand_1.npz,The person is holding a bowl with one hand.
s8/knife_pass_1.npz,The person is passing a knife.
s8/airplane_fly_1.npz,The person is flying a airplane.
s8/elephant_pass_1.npz,The person is passing a elephant.
s8/stapler_lift.npz,The person is interacting with a stapler.
s8/hammer_use_2.npz,The person is useing a hammer.
s8/phone_call_1.npz,The person is calling a phone.
s8/cubelarge_inspect_1.npz,The person is inspecting a large cube.
s8/banana_eat_1.npz,The person is eating a banana.
s8/toruslarge_inspect_1.npz,The person is inspecting a large torus.
s8/bowl_lift.npz,The person is interacting with a bowl.
s8/stanfordbunny_inspect_1.npz,The person is inspecting a stanfordbunny.
s8/hammer_use_1.npz,The person is useing a hammer.
s8/cylinderlarge_inspect_1.npz,The person is inspecting a large cylinder.
s8/cubesmall_lift.npz,The person is interacting with a small cube.
s8/train_pass_1.npz,The person is passing a train.
s8/cup_offhand_1.npz,The person is holding a cup with one hand.
s8/spheremedium_lift.npz,The person is interacting with a medium sphere.
s8/spheresmall_lift.npz,The person is interacting with a small sphere.
s8/stapler_pass_1.npz,The person is passing a stapler.
s8/alarmclock_see_1.npz,The person is interacting with a alarmclock.
s8/cylindermedium_lift.npz,The person is interacting with a medium cylinder.
s8/cubelarge_offhand_1.npz,The person is holding a large cube with one hand.
s8/phone_offhand_1.npz,The person is holding a phone with one hand.
s8/duck_lift.npz,The person is interacting with a duck.
s8/cylindermedium_inspect_1.npz,The person is inspecting a medium cylinder.
s8/flute_pass_1.npz,The person is passing a flute.
s8/wineglass_pass_1.npz,The person is passing a wineglass.
s8/cup_pour_1.npz,The person is pouring a cup.
s8/bowl_pass_1.npz,The person is passing a bowl.
s8/cylinderlarge_offhand_1.npz,The person is holding a large cylinder with one hand.
s8/hand_inspect_1.npz,The person is inspecting a hand.
s8/mug_lift.npz,The person is interacting with a mug.
s8/pyramidlarge_pass_1.npz,The person is passing a large pyramid.
s8/teapot_pass_1.npz,The person is passing a teapot.
s8/cylindermedium_pass_1.npz,The person is passing a medium cylinder.
s8/cubesmall_pass_1.npz,The person is passing a small cube.
s8/knife_peel_1.npz,The person is peeling a knife.
s8/piggybank_pass_1.npz,The person is passing a piggybank.
s8/headphones_lift.npz,The person is interacting with a headphones.
s8/cylinderlarge_lift.npz,The person is interacting with a large cylinder.
s8/cubelarge_pass_1.npz,The person is passing a large cube.
s8/camera_browse_1.npz,The person is browseing a camera.
s8/lightbulb_pass_1.npz,The person is passing a lightbulb.
s8/waterbottle_lift.npz,The person is interacting with a waterbottle.
s8/teapot_lift.npz,The person is interacting with a teapot.
s8/airplane_pass_1.npz,The person is passing a airplane.
s8/scissors_pass_1.npz,The person is passing a scissors.
s8/toothbrush_brush_1.npz,The person is brushing a toothbrush.
s8/toruslarge_pass_1.npz,The person is passing a large torus.
s8/spherelarge_inspect_1.npz,The person is inspecting a large sphere.
s8/torussmall_pass_1.npz,The person is passing a small torus.
s8/phone_lift.npz,The person is interacting with a phone.
s8/toothbrush_pass_1.npz,The person is passing a toothbrush.
s8/stamp_pass_1.npz,The person is passing a stamp.
s8/banana_peel_2.npz,The person is peeling a banana.
s8/flute_play_1.npz,The person is playing a flute.
s8/apple_lift.npz,The person is interacting with a apple.
s8/mug_drink_1.npz,The person is drinking from a mug.
s8/doorknob_use_2.npz,The person is useing a doorknob.
s8/cylinderlarge_pass_1.npz,The person is passing a large cylinder.
s8/apple_pass_1.npz,The person is passing a apple.
s8/wineglass_drink_2.npz,The person is drinking from a wineglass.
s8/train_lift.npz,The person is interacting with a train.
s8/eyeglasses_wear_1.npz,The person is interacting with a eyeglasses.
s8/phone_pass_1.npz,The person is passing a phone.
s8/stanfordbunny_pass_1.npz,The person is passing a stanfordbunny.
s8/train_play_1.npz,The person is playing a train.
s8/alarmclock_pass_1.npz,The person is passing a alarmclock.
s8/camera_offhand_1.npz,The person is holding a camera with one hand.
s8/banana_peel_1.npz,The person is peeling a banana.
s8/camera_takepicture_3.npz,The person is takepictureing a camera.
s8/fryingpan_offhand_1.npz,The person is holding a fryingpan with one hand.
s8/gamecontroller_lift.npz,The person is interacting with a gamecontroller.
s8/watch_pass_1.npz,The person is passing a watch.
s8/camera_takepicture_2.npz,The person is takepictureing a camera.
s8/mug_drink_2.npz,The person is drinking from a mug.
s8/doorknob_use_1.npz,The person is useing a doorknob.
s8/mouse_lift.npz,The person is interacting with a mouse.
s8/wineglass_drink_1.npz,The person is drinking from a wineglass.
s8/cubemedium_offhand_1.npz,The person is holding a medium cube with one hand.
s8/cubesmall_inspect_1.npz,The person is inspecting a small cube.
s8/fryingpan_lift.npz,The person is interacting with a fryingpan.
s8/hammer_lift.npz,The person is interacting with a hammer.
s8/torusmedium_pass_1.npz,The person is passing a medium torus.
s8/waterbottle_pass_1.npz,The person is passing a waterbottle.
s8/pyramidmedium_pass_1.npz,The person is passing a medium pyramid.
s8/fryingpan_pass_1.npz,The person is passing a fryingpan.
s8/watch_lift.npz,The person is interacting with a watch.
s8/cylindersmall_inspect_1.npz,The person is inspecting a small cylinder.
s8/pyramidmedium_inspect_1.npz,The person is inspecting a medium pyramid.
s8/camera_pass_1.npz,The person is passing a camera.
s8/cup_lift.npz,The person is interacting with a cup.
s8/torusmedium_lift.npz,The person is interacting with a medium torus.
s8/torussmall_inspect_1.npz,The person is inspecting a small torus.
s8/duck_inspect_1.npz,The person is inspecting a duck.
s8/binoculars_pass_1.npz,The person is passing a binoculars.
s1/knife_lift.npz,The person is interacting with a knife.
s1/binoculars_offhand_1.npz,The person is holding a binoculars with one hand.
s1/eyeglasses_lift.npz,The person is interacting with a eyeglasses.
s1/cubemedium_inspect_1.npz,The person is inspecting a medium cube.
s1/waterbottle_open_1.npz,The person is interacting with a waterbottle.
s1/stapler_staple_1.npz,The person is stapleing a stapler.
s1/waterbottle_drink_1.npz,The person is drinking from a waterbottle.
s1/cubesmall_offhand_1.npz,The person is holding a small cube with one hand.
s1/binoculars_see_1.npz,The person is interacting with a binoculars.
s1/fryingpan_cook_1.npz,The person is interacting with a fryingpan.
s1/stamp_offhand_1.npz,The person is holding a stamp with one hand.
s1/watch_set_2.npz,The person is seting a watch.
s1/flashlight_on_1.npz,The person is interacting with a flashlight.
s1/binoculars_lift.npz,The person is interacting with a binoculars.
s1/cup_drink_2.npz,The person is drinking from a cup.
s1/bowl_drink_1.npz,The person is drinking from a bowl.
s1/headphones_use_1.npz,The person is useing a headphones.
s1/duck_offhand_2.npz,The person is holding a duck with one hand.
s1/watch_offhand_1.npz,The person is holding a watch with one hand.
s1/airplane_lift.npz,The person is interacting with a airplane.
s1/cubemedium_lift.npz,The person is interacting with a medium cube.
s1/flashlight_lift.npz,The person is interacting with a flashlight.
s1/stapler_staple_2.npz,The person is stapleing a stapler.
s1/fryingpan_cook_2.npz,The person is interacting with a fryingpan.
s1/cylindersmall_offhand_1.npz,The person is holding a small cylinder with one hand.
s1/pyramidmedium_offhand_1.npz,The person is holding a medium pyramid with one hand.
s1/mouse_pass_1.npz,The person is passing a mouse.
s1/toothpaste_lift.npz,The person is interacting with a toothpaste.
s1/alarmclock_lift.npz,The person is interacting with a alarmclock.
s1/watch_set_1.npz,The person is seting a watch.
s1/flashlight_on_2.npz,The person is interacting with a flashlight.
s1/cup_drink_1.npz,The person is drinking from a cup.
s1/toothpaste_pass_1.npz,The person is passing a toothpaste.
s1/bowl_drink_2.npz,The person is drinking from a bowl.
s1/banana_pass_1.npz,The person is passing a banana.
s1/torussmall_offhand_1.npz,The person is holding a small torus with one hand.
s1/stamp_lift.npz,The person is interacting with a stamp.
s1/duck_offhand_1.npz,The person is holding a duck with one hand.
s1/cup_pass_1.npz,The person is passing a cup.
s1/cylindersmall_lift.npz,The person is interacting with a small cylinder.
s1/duck_pass_1.npz,The person is passing a duck.
s1/pyramidlarge_inspect_1.npz,The person is inspecting a large pyramid.
s1/train_offhand_1.npz,The person is holding a train with one hand.
s1/mug_pass_1.npz,The person is passing a mug.
s1/stamp_stamp_1.npz,The person is stamping a stamp.
s1/teapot_pour_1.npz,The person is pouring a teapot.
s1/wineglass_offhand_1.npz,The person is holding a wineglass with one hand.
s1/banana_lift.npz,The person is interacting with a banana.
s1/wineglass_lift.npz,The person is interacting with a wineglass.
s1/elephant_inspect_1.npz,The person is inspecting a elephant.
s1/cubemedium_pass_1.npz,The person is passing a medium cube.
s1/spherelarge_lift.npz,The person is interacting with a large sphere.
s1/toruslarge_lift.npz,The person is interacting with a large torus.
s1/spheremedium_pass_1.npz,The person is passing a medium sphere.
s1/mouse_use_1.npz,The person is useing a mouse.
s1/cubelarge_lift.npz,The person is interacting with a large cube.
s1/hand_pass_1.npz,The person is passing a hand.
s1/spheresmall_inspect_1.npz,The person is inspecting a small sphere.
s1/mug_offhand_1.npz,The person is holding a mug with one hand.
s1/stanfordbunny_lift.npz,The person is interacting with a stanfordbunny.
s1/scissors_offhand_1.npz,The person is holding a scissors with one hand.
s1/torusmedium_inspect_1.npz,The person is inspecting a medium torus.
s1/eyeglasses_offhand_1.npz,The person is holding a eyeglasses with one hand.
s1/gamecontroller_play_1.npz,The person is playing a gamecontroller.
s1/toothpaste_squeeze_1.npz,The person is interacting with a toothpaste.
s1/flashlight_pass_1.npz,The person is passing a flashlight.
s1/mug_toast_1.npz,The person is toasting a mug.
s1/camera_takepicture_3_Retake.npz,The person is interacting with a camera.
s1/elephant_lift.npz,The person is interacting with a elephant.
s1/piggybank_use_1.npz,The person is useing a piggybank.
s1/spheresmall_pass_1.npz,The person is passing a small sphere.
s1/piggybank_lift.npz,The person is interacting with a piggybank.
s1/headphones_pass_1.npz,The person is passing a headphones.
s1/eyeglasses_clean_1.npz,The person is cleaning a eyeglasses.
s1/spherelarge_pass_1.npz,The person is passing a large sphere.
s1/hammer_pass_1.npz,The person is passing a hammer.
s1/spherelarge_offhand_1.npz,The person is holding a large sphere with one hand.
s1/wineglass_toast_1.npz,The person is toasting a wineglass.
s1/eyeglasses_pass_1.npz,The person is passing a eyeglasses.
s1/apple_eat_1.npz,The person is eating a apple.
s1/hammer_use_3.npz,The person is useing a hammer.
s1/flashlight_offhand_1.npz,The person is holding a flashlight with one hand.
s1/spheremedium_offhand_1.npz,The person is holding a medium sphere with one hand.
s1/apple_offhand_1.npz,The person is holding a apple with one hand.
s1/airplane_fly_1.npz,The person is flying a airplane.
s1/elephant_pass_1.npz,The person is passing a elephant.
s1/stapler_lift.npz,The person is interacting with a stapler.
s1/hammer_use_2.npz,The person is useing a hammer.
s1/phone_call_1.npz,The person is calling a phone.
s1/waterbottle_pour_1.npz,The person is pouring a waterbottle.
s1/cubelarge_inspect_1.npz,The person is inspecting a large cube.
s1/banana_eat_1.npz,The person is eating a banana.
s1/cylindermedium_offhand_1.npz,The person is holding a medium cylinder with one hand.
s1/toruslarge_inspect_1.npz,The person is inspecting a large torus.
s1/pyramidmedium_lift.npz,The person is interacting with a medium pyramid.
s1/bowl_lift.npz,The person is interacting with a bowl.
s1/stanfordbunny_inspect_1.npz,The person is inspecting a stanfordbunny.
s1/hammer_use_1.npz,The person is useing a hammer.
s1/cylinderlarge_inspect_1.npz,The person is inspecting a large cylinder.
s1/hand_offhand_1.npz,The person is holding a hand with one hand.
s1/cubesmall_lift.npz,The person is interacting with a small cube.
s1/banana_offhand_1.npz,The person is holding a banana with one hand.
s1/doorknob_use_fun_1.npz,The person is interacting with a doorknob.
s1/spheremedium_lift.npz,The person is interacting with a medium sphere.
s1/spheresmall_lift.npz,The person is interacting with a small sphere.
s1/stapler_pass_1.npz,The person is passing a stapler.
s1/spheremedium_inspect_1.npz,The person is inspecting a medium sphere.
s1/torussmall_lift.npz,The person is interacting with a small torus.
s1/alarmclock_see_1.npz,The person is interacting with a alarmclock.
s1/scissors_use_2.npz,The person is useing a scissors.
s1/cylindermedium_lift.npz,The person is interacting with a medium cylinder.
s1/cubelarge_offhand_1.npz,The person is holding a large cube with one hand.
s1/stapler_offhand_1.npz,The person is holding a stapler with one hand.
s1/phone_offhand_1.npz,The person is holding a phone with one hand.
s1/duck_lift.npz,The person is interacting with a duck.
s1/cylindermedium_inspect_1.npz,The person is inspecting a medium cylinder.
s1/camera_lift.npz,The person is interacting with a camera.
s1/flute_pass_1.npz,The person is passing a flute.
s1/toothbrush_lift.npz,The person is interacting with a toothbrush.
s1/wineglass_pass_1.npz,The person is passing a wineglass.
s1/airplane_offhand_1.npz,The person is holding a airplane with one hand.
s1/cup_pour_1.npz,The person is pouring a cup.
s1/stanfordbunny_offhand_1.npz,The person is holding a stanfordbunny with one hand.
s1/bowl_pass_1.npz,The person is passing a bowl.
s1/cylinderlarge_offhand_1.npz,The person is holding a large cylinder with one hand.
s1/hand_inspect_1.npz,The person is inspecting a hand.
s1/mug_lift.npz,The person is interacting with a mug.
s1/flute_lift.npz,The person is interacting with a flute.
s1/pyramidlarge_pass_1.npz,The person is passing a large pyramid.
s1/headphones_offhand_1.npz,The person is holding a headphones with one hand.
s1/teapot_pass_1.npz,The person is passing a teapot.
s1/cylindermedium_pass_1.npz,The person is passing a medium cylinder.
s1/cubesmall_pass_1.npz,The person is passing a small cube.
s1/piggybank_pass_1.npz,The person is passing a piggybank.
s1/pyramidsmall_pass_1.npz,The person is passing a small pyramid.
s1/cylinderlarge_lift.npz,The person is interacting with a large cylinder.
s1/cubelarge_pass_1.npz,The person is passing a large cube.
s1/camera_browse_1.npz,The person is browseing a camera.
s1/lightbulb_pass_1.npz,The person is passing a lightbulb.
s1/flute_offhand_1.npz,The person is holding a flute with one hand.
s1/pyramidsmall_inspect_1.npz,The person is inspecting a small pyramid.
s1/waterbottle_lift.npz,The person is interacting with a waterbottle.
s1/airplane_pass_1.npz,The person is passing a airplane.
