dp_ind,Prompt
s1/scissors_pass_1.npz,The person is passing a scissors.
s1/toruslarge_pass_1.npz,The person is passing a large torus.
s1/piggybank_offhand_1.npz,The person is holding a piggybank with one hand.
s1/spherelarge_inspect_1.npz,The person is inspecting a large sphere.
s1/gamecontroller_offhand_1.npz,The person is holding a gamecontroller with one hand.
s1/torussmall_pass_1.npz,The person is passing a small torus.
s1/phone_lift.npz,The person is interacting with a phone.
s1/pyramidlarge_lift.npz,The person is interacting with a large pyramid.
s1/pyramidlarge_offhand_1.npz,The person is holding a large pyramid with one hand.
s1/stamp_pass_1.npz,The person is passing a stamp.
s1/cylindersmall_pass_1.npz,The person is passing a small cylinder.
s1/banana_peel_2.npz,The person is peeling a banana.
s1/flute_play_1.npz,The person is playing a flute.
s1/alarmclock_offhand_1.npz,The person is holding a alarmclock with one hand.
s1/apple_lift.npz,The person is interacting with a apple.
s1/camera_takepicture_1.npz,The person is takepictureing a camera.
s1/mug_drink_1.npz,The person is drinking from a mug.
s1/doorknob_use_2.npz,The person is useing a doorknob.
s1/elephant_offhand_1.npz,The person is holding a elephant with one hand.
s1/cylinderlarge_pass_1.npz,The person is passing a large cylinder.
s1/apple_pass_1.npz,The person is passing a apple.
s1/wineglass_drink_2.npz,The person is drinking from a wineglass.
s1/eyeglasses_wear_1.npz,The person is interacting with a eyeglasses.
s1/phone_pass_1.npz,The person is passing a phone.
s1/stanfordbunny_pass_1.npz,The person is passing a stanfordbunny.
s1/train_play_1.npz,The person is playing a train.
s1/alarmclock_pass_1.npz,The person is passing a alarmclock.
s1/camera_offhand_1.npz,The person is holding a camera with one hand.
s1/spheresmall_offhand_1.npz,The person is holding a small sphere with one hand.
s1/banana_peel_1.npz,The person is peeling a banana.
s1/mug_drink_3.npz,The person is drinking from a mug.
s1/gamecontroller_lift.npz,The person is interacting with a gamecontroller.
s1/watch_pass_1.npz,The person is passing a watch.
s1/camera_takepicture_2.npz,The person is takepictureing a camera.
s1/mug_drink_2.npz,The person is drinking from a mug.
s1/mouse_offhand_1.npz,The person is holding a mouse with one hand.
s1/doorknob_use_1.npz,The person is useing a doorknob.
s1/mouse_lift.npz,The person is interacting with a mouse.
s1/torusmedium_offhand_1.npz,The person is holding a medium torus with one hand.
s1/cubemedium_offhand_1.npz,The person is holding a medium cube with one hand.
s1/waterbottle_offhand_1.npz,The person is holding a waterbottle with one hand.
s1/cubesmall_inspect_1.npz,The person is inspecting a small cube.
s1/torusmedium_pass_1.npz,The person is passing a medium torus.
s1/waterbottle_pass_1.npz,The person is passing a waterbottle.
s1/pyramidmedium_pass_1.npz,The person is passing a medium pyramid.
s1/watch_lift.npz,The person is interacting with a watch.
s1/cylindersmall_inspect_1.npz,The person is inspecting a small cylinder.
s1/pyramidmedium_inspect_1.npz,The person is inspecting a medium pyramid.
s1/camera_pass_1.npz,The person is passing a camera.
s1/mug_drink_4.npz,The person is drinking from a mug.
s1/cup_lift.npz,The person is interacting with a cup.
s1/torusmedium_lift.npz,The person is interacting with a medium torus.
s1/torussmall_inspect_1.npz,The person is inspecting a small torus.
s1/duck_inspect_1.npz,The person is inspecting a duck.
s1/binoculars_pass_1.npz,The person is passing a binoculars.
s6/knife_lift.npz,The person is interacting with a knife.
s6/eyeglasses_lift.npz,The person is interacting with a eyeglasses.
s6/cubemedium_inspect_1.npz,The person is inspecting a medium cube.
s6/doorknob_lift.npz,The person is interacting with a doorknob.
s6/waterbottle_open_1.npz,The person is interacting with a waterbottle.
s6/stapler_staple_1.npz,The person is stapleing a stapler.
s6/waterbottle_drink_1.npz,The person is drinking from a waterbottle.
s6/cubesmall_offhand_1.npz,The person is holding a small cube with one hand.
s6/binoculars_see_1.npz,The person is interacting with a binoculars.
s6/watch_set_2.npz,The person is seting a watch.
s6/flashlight_on_1.npz,The person is interacting with a flashlight.
s6/binoculars_lift.npz,The person is interacting with a binoculars.
s6/cup_drink_2.npz,The person is drinking from a cup.
s6/bowl_drink_1.npz,The person is drinking from a bowl.
s6/headphones_use_1.npz,The person is useing a headphones.
s6/airplane_lift.npz,The person is interacting with a airplane.
s6/cubemedium_lift.npz,The person is interacting with a medium cube.
s6/stapler_staple_2.npz,The person is stapleing a stapler.
s6/mouse_pass_1.npz,The person is passing a mouse.
s6/toothpaste_lift.npz,The person is interacting with a toothpaste.
s6/alarmclock_lift.npz,The person is interacting with a alarmclock.
s6/watch_set_1.npz,The person is seting a watch.
s6/gamecontroller_pass_1.npz,The person is passing a gamecontroller.
s6/flashlight_on_2.npz,The person is interacting with a flashlight.
s6/cup_drink_1.npz,The person is drinking from a cup.
s6/hand_lift.npz,The person is interacting with a hand.
s6/toothpaste_pass_1.npz,The person is passing a toothpaste.
s6/banana_pass_1.npz,The person is passing a banana.
s6/stamp_lift.npz,The person is interacting with a stamp.
s6/cup_pass_1.npz,The person is passing a cup.
s6/duck_pass_1.npz,The person is passing a duck.
s6/pyramidlarge_inspect_1.npz,The person is inspecting a large pyramid.
s6/mug_pass_1.npz,The person is passing a mug.
s6/stamp_stamp_1.npz,The person is stamping a stamp.
s6/teapot_pour_1.npz,The person is pouring a teapot.
s6/wineglass_lift.npz,The person is interacting with a wineglass.
s6/elephant_inspect_1.npz,The person is inspecting a elephant.
s6/cubemedium_pass_1.npz,The person is passing a medium cube.
s6/spherelarge_lift.npz,The person is interacting with a large sphere.
s6/toruslarge_lift.npz,The person is interacting with a large torus.
s6/spheremedium_pass_1.npz,The person is passing a medium sphere.
s6/hand_pass_1.npz,The person is passing a hand.
s6/teapot_pour_2.npz,The person is pouring a teapot.
s6/stapler_staple_1_Retake.npz,The person is interacting with a stapler.
s6/torusmedium_inspect_1.npz,The person is inspecting a medium torus.
s6/gamecontroller_play_1.npz,The person is playing a gamecontroller.
s6/flashlight_pass_1.npz,The person is passing a flashlight.
s6/mug_toast_1.npz,The person is toasting a mug.
s6/spheresmall_pass_1.npz,The person is passing a small sphere.
s6/toothpaste_squeeze_2.npz,The person is interacting with a toothpaste.
s6/headphones_pass_1.npz,The person is passing a headphones.
s6/eyeglasses_clean_1.npz,The person is cleaning a eyeglasses.
s6/spherelarge_pass_1.npz,The person is passing a large sphere.
s6/hammer_pass_1.npz,The person is passing a hammer.
s6/waterbottle_shake_1.npz,The person is shakeing a waterbottle.
s6/wineglass_toast_1.npz,The person is toasting a wineglass.
s6/apple_offhand_1_Retake.npz,The person is holding a apple with one hand.
s6/eyeglasses_pass_1.npz,The person is passing a eyeglasses.
s6/apple_eat_1.npz,The person is eating a apple.
s6/hammer_use_3.npz,The person is useing a hammer.
s6/airplane_fly_1.npz,The person is flying a airplane.
s6/elephant_pass_1.npz,The person is passing a elephant.
s6/stapler_lift.npz,The person is interacting with a stapler.
s6/hammer_use_2.npz,The person is useing a hammer.
s6/phone_call_1.npz,The person is calling a phone.
s6/waterbottle_pour_1.npz,The person is pouring a waterbottle.
s6/cubelarge_inspect_1.npz,The person is inspecting a large cube.
s6/stapler_offhand_1_Retake.npz,The person is holding a stapler with one hand.
s6/banana_eat_1.npz,The person is eating a banana.
s6/piggybank_lift_Retake.npz,The person is lifting a piggybank.
s6/toruslarge_inspect_1.npz,The person is inspecting a large torus.
s6/bowl_lift.npz,The person is interacting with a bowl.
s6/stanfordbunny_inspect_1.npz,The person is inspecting a stanfordbunny.
s6/hammer_use_1.npz,The person is useing a hammer.
s6/cylinderlarge_inspect_1.npz,The person is inspecting a large cylinder.
s6/cubesmall_lift.npz,The person is interacting with a small cube.
s6/train_pass_1.npz,The person is passing a train.
s6/spheremedium_lift.npz,The person is interacting with a medium sphere.
s6/spheresmall_lift.npz,The person is interacting with a small sphere.
s6/stapler_pass_1.npz,The person is passing a stapler.
s6/spheremedium_inspect_1.npz,The person is inspecting a medium sphere.
s6/alarmclock_see_1.npz,The person is interacting with a alarmclock.
s6/scissors_use_2.npz,The person is useing a scissors.
s6/cylindermedium_lift.npz,The person is interacting with a medium cylinder.
s6/duck_lift.npz,The person is interacting with a duck.
s6/cylindermedium_inspect_1.npz,The person is inspecting a medium cylinder.
s6/camera_lift.npz,The person is interacting with a camera.
s6/flute_pass_1.npz,The person is passing a flute.
s6/wineglass_pass_1.npz,The person is passing a wineglass.
s6/cup_pour_1.npz,The person is pouring a cup.
s6/bowl_pass_1.npz,The person is passing a bowl.
s6/hand_inspect_1.npz,The person is inspecting a hand.
s6/mug_lift.npz,The person is interacting with a mug.
s6/flute_lift.npz,The person is interacting with a flute.
s6/pyramidlarge_pass_1.npz,The person is passing a large pyramid.
s6/teapot_pass_1.npz,The person is passing a teapot.
s6/cylindermedium_pass_1.npz,The person is passing a medium cylinder.
s6/cubesmall_pass_1.npz,The person is passing a small cube.
s6/knife_peel_1.npz,The person is peeling a knife.
s6/piggybank_pass_1.npz,The person is passing a piggybank.
s6/cylinderlarge_lift.npz,The person is interacting with a large cylinder.
s6/cubelarge_pass_1.npz,The person is passing a large cube.
s6/camera_browse_1.npz,The person is browseing a camera.
s6/bowl_drink_1_Retake.npz,The person is drinking from a bowl.
s6/airplane_pass_1.npz,The person is passing a airplane.
s6/toruslarge_pass_1.npz,The person is passing a large torus.
s6/spherelarge_inspect_1.npz,The person is inspecting a large sphere.
s6/torussmall_pass_1.npz,The person is passing a small torus.
s6/phone_lift.npz,The person is interacting with a phone.
s6/pyramidlarge_lift.npz,The person is interacting with a large pyramid.
s6/pyramidsmall_inspect_2.npz,The person is inspecting a small pyramid.
s6/stamp_pass_1.npz,The person is passing a stamp.
s6/cylindersmall_pass_1.npz,The person is passing a small cylinder.
s6/banana_peel_2.npz,The person is peeling a banana.
s6/flute_play_1.npz,The person is playing a flute.
s6/apple_lift.npz,The person is interacting with a apple.
s6/camera_takepicture_1.npz,The person is takepictureing a camera.
s6/doorknob_use_2.npz,The person is useing a doorknob.
s6/cylinderlarge_pass_1.npz,The person is passing a large cylinder.
s6/apple_pass_1.npz,The person is passing a apple.
s6/wineglass_drink_2.npz,The person is drinking from a wineglass.
s6/eyeglasses_wear_1.npz,The person is interacting with a eyeglasses.
s6/phone_pass_1.npz,The person is passing a phone.
s6/stanfordbunny_pass_1.npz,The person is passing a stanfordbunny.
s6/train_play_1.npz,The person is playing a train.
s6/alarmclock_pass_1.npz,The person is passing a alarmclock.
s6/banana_peel_1.npz,The person is peeling a banana.
s6/camera_takepicture_3.npz,The person is takepictureing a camera.
s6/gamecontroller_lift.npz,The person is interacting with a gamecontroller.
s6/watch_pass_1.npz,The person is passing a watch.
s6/camera_takepicture_2.npz,The person is takepictureing a camera.
s6/mug_drink_2.npz,The person is drinking from a mug.
s6/doorknob_use_1.npz,The person is useing a doorknob.
s6/mouse_lift.npz,The person is interacting with a mouse.
s6/wineglass_drink_1.npz,The person is drinking from a wineglass.
s6/cubesmall_inspect_1.npz,The person is inspecting a small cube.
s6/hammer_lift.npz,The person is interacting with a hammer.
s6/torusmedium_pass_1.npz,The person is passing a medium torus.
s6/waterbottle_pass_1.npz,The person is passing a waterbottle.
s6/pyramidmedium_pass_1.npz,The person is passing a medium pyramid.
s6/fryingpan_pass_1.npz,The person is passing a fryingpan.
s6/cylindersmall_inspect_1.npz,The person is inspecting a small cylinder.
s6/pyramidmedium_inspect_1.npz,The person is inspecting a medium pyramid.
s6/camera_pass_1.npz,The person is passing a camera.
s6/cup_lift.npz,The person is interacting with a cup.
s6/toothpaste_squeeze_1_Retake.npz,The person is interacting with a toothpaste.
s6/duck_inspect_1.npz,The person is inspecting a duck.
s6/binoculars_pass_1.npz,The person is passing a binoculars.
s7/eyeglasses_lift.npz,The person is interacting with a eyeglasses.
s7/cubemedium_inspect_1.npz,The person is inspecting a medium cube.
s7/doorknob_lift.npz,The person is interacting with a doorknob.
s7/stapler_staple_1.npz,The person is stapleing a stapler.
s7/waterbottle_drink_1.npz,The person is drinking from a waterbottle.
s7/binoculars_see_1.npz,The person is interacting with a binoculars.
s7/fryingpan_cook_1.npz,The person is interacting with a fryingpan.
s7/flashlight_on_1.npz,The person is interacting with a flashlight.
s7/binoculars_lift.npz,The person is interacting with a binoculars.
s7/bowl_drink_1.npz,The person is drinking from a bowl.
s7/headphones_use_1.npz,The person is useing a headphones.
s7/cubemedium_lift.npz,The person is interacting with a medium cube.
s7/flashlight_lift.npz,The person is interacting with a flashlight.
s7/mouse_pass_1.npz,The person is passing a mouse.
s7/alarmclock_lift.npz,The person is interacting with a alarmclock.
s7/gamecontroller_pass_1.npz,The person is passing a gamecontroller.
s7/flashlight_on_2.npz,The person is interacting with a flashlight.
s7/cup_drink_1.npz,The person is drinking from a cup.
s7/banana_pass_1.npz,The person is passing a banana.
s7/knife_chop_1.npz,The person is choping a knife.
s7/cup_pass_1.npz,The person is passing a cup.
s7/duck_pass_1.npz,The person is passing a duck.
s7/pyramidlarge_inspect_1.npz,The person is inspecting a large pyramid.
s7/stamp_stamp_1.npz,The person is stamping a stamp.
s7/banana_lift.npz,The person is interacting with a banana.
s7/wineglass_lift.npz,The person is interacting with a wineglass.
s7/elephant_inspect_1.npz,The person is inspecting a elephant.
s7/cubemedium_pass_1.npz,The person is passing a medium cube.
s7/spherelarge_lift.npz,The person is interacting with a large sphere.
s7/toruslarge_lift.npz,The person is interacting with a large torus.
s7/spheremedium_pass_1.npz,The person is passing a medium sphere.
s7/mouse_use_1.npz,The person is useing a mouse.
s7/cubelarge_lift.npz,The person is interacting with a large cube.
s7/hand_pass_1.npz,The person is passing a hand.
s7/spheresmall_inspect_1.npz,The person is inspecting a small sphere.
s7/stanfordbunny_lift.npz,The person is interacting with a stanfordbunny.
s7/gamecontroller_play_1.npz,The person is playing a gamecontroller.
s7/airplane_lift_Retake.npz,The person is lifting a airplane.
s7/flashlight_pass_1.npz,The person is passing a flashlight.
s7/toruslarge_inspect_1_Retake.npz,The person is interacting with a large torus.
s7/piggybank_use_1.npz,The person is useing a piggybank.
s7/spheresmall_pass_1.npz,The person is passing a small sphere.
s7/piggybank_lift.npz,The person is interacting with a piggybank.
s7/headphones_pass_1.npz,The person is passing a headphones.
s7/eyeglasses_clean_1.npz,The person is cleaning a eyeglasses.
s7/spherelarge_pass_1.npz,The person is passing a large sphere.
s7/hammer_pass_1.npz,The person is passing a hammer.
s7/waterbottle_shake_1.npz,The person is shakeing a waterbottle.
s7/wineglass_toast_1.npz,The person is toasting a wineglass.
s7/eyeglasses_pass_1.npz,The person is passing a eyeglasses.
s7/apple_eat_1.npz,The person is eating a apple.
s7/hammer_use_3.npz,The person is useing a hammer.
s7/elephant_pass_1.npz,The person is passing a elephant.
s7/hammer_use_2.npz,The person is useing a hammer.
s7/phone_call_1.npz,The person is calling a phone.
s7/cubelarge_inspect_1.npz,The person is inspecting a large cube.
s7/banana_eat_1.npz,The person is eating a banana.
s7/stanfordbunny_inspect_1.npz,The person is inspecting a stanfordbunny.
s7/hammer_use_1.npz,The person is useing a hammer.
s7/cylinderlarge_inspect_1.npz,The person is inspecting a large cylinder.
s7/train_pass_1.npz,The person is passing a train.
s7/waterbottle_open_1_Retake.npz,The person is interacting with a waterbottle.
s7/stapler_pass_1.npz,The person is passing a stapler.
s7/spheremedium_inspect_1.npz,The person is inspecting a medium sphere.
s7/alarmclock_see_1.npz,The person is interacting with a alarmclock.
s7/cylindermedium_inspect_1.npz,The person is inspecting a medium cylinder.
s7/flute_pass_1.npz,The person is passing a flute.
s7/wineglass_pass_1.npz,The person is passing a wineglass.
s7/cup_pour_1.npz,The person is pouring a cup.
s7/bowl_pass_1.npz,The person is passing a bowl.
s7/hand_inspect_1.npz,The person is inspecting a hand.
s7/mug_lift.npz,The person is interacting with a mug.
s7/pyramidlarge_pass_1.npz,The person is passing a large pyramid.
s7/teapot_pass_1.npz,The person is passing a teapot.
s7/cylindermedium_pass_1.npz,The person is passing a medium cylinder.
s7/cubesmall_pass_1.npz,The person is passing a small cube.
s7/piggybank_pass_1.npz,The person is passing a piggybank.
s7/headphones_lift.npz,The person is interacting with a headphones.
s7/pyramidsmall_pass_1.npz,The person is passing a small pyramid.
s7/cylinderlarge_lift.npz,The person is interacting with a large cylinder.
s7/cubelarge_pass_1.npz,The person is passing a large cube.
s7/camera_browse_1.npz,The person is browseing a camera.
s7/lightbulb_pass_1.npz,The person is passing a lightbulb.
s7/pyramidsmall_inspect_1.npz,The person is inspecting a small pyramid.
s7/airplane_pass_1.npz,The person is passing a airplane.
s7/spherelarge_inspect_1.npz,The person is inspecting a large sphere.
s7/torussmall_pass_1.npz,The person is passing a small torus.
s7/pyramidlarge_lift.npz,The person is interacting with a large pyramid.
s7/toothbrush_pass_1.npz,The person is passing a toothbrush.
s7/stamp_pass_1.npz,The person is passing a stamp.
s7/cylindersmall_pass_1.npz,The person is passing a small cylinder.
s7/banana_peel_2.npz,The person is peeling a banana.
s7/apple_lift.npz,The person is interacting with a apple.
s7/mug_drink_1.npz,The person is drinking from a mug.
s7/doorknob_use_2.npz,The person is useing a doorknob.
s7/cylinderlarge_pass_1.npz,The person is passing a large cylinder.
s7/apple_pass_1.npz,The person is passing a apple.
s7/wineglass_drink_2.npz,The person is drinking from a wineglass.
s7/train_lift.npz,The person is interacting with a train.
s7/eyeglasses_wear_1.npz,The person is interacting with a eyeglasses.
s7/phone_pass_1.npz,The person is passing a phone.
s7/stanfordbunny_pass_1.npz,The person is passing a stanfordbunny.
s7/train_play_1.npz,The person is playing a train.
s7/banana_peel_1.npz,The person is peeling a banana.
s7/camera_takepicture_3.npz,The person is takepictureing a camera.
s7/gamecontroller_lift.npz,The person is interacting with a gamecontroller.
s7/watch_pass_1.npz,The person is passing a watch.
s7/camera_takepicture_2.npz,The person is takepictureing a camera.
s7/mug_drink_2.npz,The person is drinking from a mug.
s7/doorknob_use_1.npz,The person is useing a doorknob.
s7/wineglass_drink_1.npz,The person is drinking from a wineglass.
s7/hammer_lift.npz,The person is interacting with a hammer.
s7/waterbottle_pass_1.npz,The person is passing a waterbottle.
s7/pyramidmedium_pass_1.npz,The person is passing a medium pyramid.
s7/cylindersmall_inspect_1.npz,The person is inspecting a small cylinder.
s7/pyramidmedium_inspect_1.npz,The person is inspecting a medium pyramid.
s7/camera_pass_1.npz,The person is passing a camera.
s7/torussmall_inspect_1.npz,The person is inspecting a small torus.
s7/duck_inspect_1.npz,The person is inspecting a duck.
s7/binoculars_pass_1.npz,The person is passing a binoculars.
s9/eyeglasses_lift.npz,The person is interacting with a eyeglasses.
s9/cubemedium_inspect_1.npz,The person is inspecting a medium cube.
s9/doorknob_lift.npz,The person is interacting with a doorknob.
s9/waterbottle_open_1.npz,The person is interacting with a waterbottle.
s9/waterbottle_drink_1.npz,The person is drinking from a waterbottle.
s9/watch_set_2.npz,The person is seting a watch.
s9/flashlight_on_1.npz,The person is interacting with a flashlight.
s9/bowl_drink_1.npz,The person is drinking from a bowl.
s9/headphones_use_1.npz,The person is useing a headphones.
s9/airplane_lift.npz,The person is interacting with a airplane.
s9/cubemedium_lift.npz,The person is interacting with a medium cube.
s9/flashlight_lift.npz,The person is interacting with a flashlight.
s9/stapler_staple_2.npz,The person is stapleing a stapler.
s9/mouse_pass_1.npz,The person is passing a mouse.
s9/toothpaste_lift.npz,The person is interacting with a toothpaste.
s9/alarmclock_lift.npz,The person is interacting with a alarmclock.
s9/watch_set_1.npz,The person is seting a watch.
s9/gamecontroller_pass_1.npz,The person is passing a gamecontroller.
s9/cup_drink_1.npz,The person is drinking from a cup.
s9/toothpaste_pass_1.npz,The person is passing a toothpaste.
s9/bowl_drink_2.npz,The person is drinking from a bowl.
s9/banana_pass_1.npz,The person is passing a banana.
s9/stamp_lift.npz,The person is interacting with a stamp.
s9/cup_pass_1.npz,The person is passing a cup.
s9/duck_pass_1.npz,The person is passing a duck.
s9/pyramidlarge_inspect_1.npz,The person is inspecting a large pyramid.
s9/mug_pass_1.npz,The person is passing a mug.
s9/stamp_stamp_1.npz,The person is stamping a stamp.
s9/banana_lift.npz,The person is interacting with a banana.
s9/elephant_inspect_1.npz,The person is inspecting a elephant.
s9/cubemedium_pass_1.npz,The person is passing a medium cube.
s9/spheremedium_pass_1.npz,The person is passing a medium sphere.
s9/mouse_use_1.npz,The person is useing a mouse.
s9/cubelarge_lift.npz,The person is interacting with a large cube.
s9/hand_pass_1.npz,The person is passing a hand.
s9/spheresmall_inspect_1.npz,The person is inspecting a small sphere.
s9/teapot_pour_2.npz,The person is pouring a teapot.
s9/torusmedium_inspect_1.npz,The person is inspecting a medium torus.
s9/gamecontroller_play_1.npz,The person is playing a gamecontroller.
s9/toothpaste_squeeze_1.npz,The person is interacting with a toothpaste.
s9/flashlight_pass_1.npz,The person is passing a flashlight.
s9/elephant_lift.npz,The person is interacting with a elephant.
s9/piggybank_use_1.npz,The person is useing a piggybank.
s9/spheresmall_pass_1.npz,The person is passing a small sphere.
s9/eyeglasses_clean_1.npz,The person is cleaning a eyeglasses.
s9/spherelarge_pass_1.npz,The person is passing a large sphere.
s9/hammer_pass_1.npz,The person is passing a hammer.
s9/waterbottle_shake_1.npz,The person is shakeing a waterbottle.
s9/eyeglasses_pass_1.npz,The person is passing a eyeglasses.
s9/apple_eat_1.npz,The person is eating a apple.
s9/wineglass_toast_1_Retake.npz,The person is interacting with a wineglass.
s9/hammer_use_3.npz,The person is useing a hammer.
s9/knife_pass_1.npz,The person is passing a knife.
s9/airplane_fly_1.npz,The person is flying a airplane.
s9/elephant_pass_1.npz,The person is passing a elephant.
s9/stapler_lift.npz,The person is interacting with a stapler.
s9/hammer_use_2.npz,The person is useing a hammer.
s9/waterbottle_pour_1.npz,The person is pouring a waterbottle.
s9/cubelarge_inspect_1.npz,The person is inspecting a large cube.
s9/banana_eat_1.npz,The person is eating a banana.
s9/piggybank_lift_Retake.npz,The person is lifting a piggybank.
s9/toruslarge_inspect_1.npz,The person is inspecting a large torus.
s9/bowl_lift.npz,The person is interacting with a bowl.
s9/stanfordbunny_inspect_1.npz,The person is inspecting a stanfordbunny.
s9/hammer_use_1.npz,The person is useing a hammer.
s9/cylinderlarge_inspect_1.npz,The person is inspecting a large cylinder.
s9/stapler_pass_1.npz,The person is passing a stapler.
s9/spheremedium_inspect_1.npz,The person is inspecting a medium sphere.
s9/torussmall_lift.npz,The person is interacting with a small torus.
s9/alarmclock_see_1.npz,The person is interacting with a alarmclock.
s9/pyramidmedium_lift_Retake.npz,The person is lifting a medium pyramid.
s9/cylindermedium_lift.npz,The person is interacting with a medium cylinder.
s9/duck_lift.npz,The person is interacting with a duck.
s9/cylindermedium_inspect_1.npz,The person is inspecting a medium cylinder.
s9/camera_lift.npz,The person is interacting with a camera.
s9/flute_pass_1.npz,The person is passing a flute.
s9/wineglass_pass_1.npz,The person is passing a wineglass.
s9/bowl_pass_1.npz,The person is passing a bowl.
s9/hand_inspect_1.npz,The person is inspecting a hand.
s9/pyramidlarge_pass_1.npz,The person is passing a large pyramid.
s9/teapot_pass_1.npz,The person is passing a teapot.
s9/cylindermedium_pass_1.npz,The person is passing a medium cylinder.
s9/cubesmall_pass_1.npz,The person is passing a small cube.
s9/piggybank_pass_1.npz,The person is passing a piggybank.
s9/cylinderlarge_lift.npz,The person is interacting with a large cylinder.
s9/cubelarge_pass_1.npz,The person is passing a large cube.
s9/camera_browse_1.npz,The person is browseing a camera.
s9/lightbulb_pass_1.npz,The person is passing a lightbulb.
s9/waterbottle_lift.npz,The person is interacting with a waterbottle.
s9/airplane_pass_1.npz,The person is passing a airplane.
s9/spherelarge_inspect_1.npz,The person is inspecting a large sphere.
s9/torussmall_pass_1.npz,The person is passing a small torus.
s9/toothbrush_pass_1.npz,The person is passing a toothbrush.
s9/stamp_pass_1.npz,The person is passing a stamp.
s9/cylindersmall_pass_1.npz,The person is passing a small cylinder.
s9/banana_peel_2.npz,The person is peeling a banana.
s9/flute_play_1.npz,The person is playing a flute.
s9/apple_lift.npz,The person is interacting with a apple.
s9/camera_takepicture_1.npz,The person is takepictureing a camera.
s9/doorknob_use_2.npz,The person is useing a doorknob.
s9/cylinderlarge_pass_1.npz,The person is passing a large cylinder.
s9/apple_pass_1.npz,The person is passing a apple.
s9/wineglass_drink_2.npz,The person is drinking from a wineglass.
s9/hand_shake_1.npz,The person is shakeing a hand.
s9/eyeglasses_wear_1.npz,The person is interacting with a eyeglasses.
s9/phone_pass_1.npz,The person is passing a phone.
s9/stanfordbunny_pass_1.npz,The person is passing a stanfordbunny.
s9/alarmclock_pass_1.npz,The person is passing a alarmclock.
s9/banana_peel_1.npz,The person is peeling a banana.
s9/watch_pass_1.npz,The person is passing a watch.
s9/mug_drink_2.npz,The person is drinking from a mug.
s9/mouse_lift.npz,The person is interacting with a mouse.
s9/wineglass_drink_1.npz,The person is drinking from a wineglass.
s9/cubesmall_inspect_1.npz,The person is inspecting a small cube.
s9/lightbulb_screw_1.npz,The person is screwing a lightbulb.
s9/torusmedium_pass_1.npz,The person is passing a medium torus.
s9/waterbottle_pass_1.npz,The person is passing a waterbottle.
s9/pyramidmedium_pass_1.npz,The person is passing a medium pyramid.
s9/cylindersmall_inspect_1.npz,The person is inspecting a small cylinder.
s9/pyramidmedium_inspect_1.npz,The person is inspecting a medium pyramid.
s9/camera_pass_1.npz,The person is passing a camera.
s9/cup_lift.npz,The person is interacting with a cup.
s9/torussmall_inspect_1.npz,The person is inspecting a small torus.
s9/duck_inspect_1.npz,The person is inspecting a duck.
s9/binoculars_pass_1.npz,The person is passing a binoculars.
